member_id,tier,country,source,tenure,active
17195768,Gold,US,organic,1,0
71276836,Platinum,Germany,organic,1,0
77109232,Silver,Spain,organic,2,0
16714153,Gold,Germany,organic,1,0
70239717,Gold,Netherlands,organic,1,0
88913038,Gold,France,organic,2,0
92948643,Gold,UK,organic,4,0
60238957,Gold,Italy,organic,1,0
47424446,Silver,Italy,organic,3,0
31049104,Gold,Spain,partnerships,3,0
19514783,Gold,UK,organic,2,0
52615710,Silver,France,partnerships,3,0
99326807,Gold,UK,organic,4,0
10683879,Gold,France,organic,2,0
53348180,Silver,Netherlands,organic,8,0
77163798,Gold,US,organic,1,0
3161717,Silver,Canada,organic,8,0
33077562,Gold,US,organic,3,0
65561576,Gold,Germany,organic,1,0
89658693,Gold,Germany,organic,3,0
47040197,Silver,Germany,organic,8,0
21437784,Gold,US,organic,2,0
75022591,Gold,Canada,organic,1,0
41318241,Silver,UK,organic,4,0
43130271,Gold,UK,organic,1,0
24101879,Gold,Germany,organic,3,0
38004187,Gold,Netherlands,organic,2,0
59298490,Gold,UK,partnerships,1,0
86942784,Gold,US,organic,1,0
1418499,Silver,Germany,organic,1,0
93961782,Gold,France,organic,1,0
32331885,Gold,France,organic,2,0
86748990,Gold,Germany,organic,1,0
740182,Gold,US,organic,1,0
75806986,Platinum,US,referral,1,0
39870340,Gold,UK,organic,1,0
95646207,Silver,Germany,organic,1,0
25277522,Gold,US,organic,2,0
35790520,Silver,Italy,organic,9,1
23234650,Platinum,Germany,organic,2,0
98114335,Silver,UK,organic,5,0
99048916,Silver,US,organic,1,0
243442,Gold,US,organic,1,0
73482148,Silver,Germany,partnerships,9,1
22508738,Gold,Germany,organic,1,0
89144126,Platinum,France,partnerships,3,0
27828339,Gold,Germany,organic,1,0
50135955,Silver,UK,organic,2,0
73132965,Platinum,US,organic,2,0
70558599,Gold,Germany,organic,1,0
13335989,Gold,US,organic,2,0
97433645,Gold,Germany,organic,1,0
95011122,Platinum,Italy,organic,1,0
56430079,Gold,Canada,organic,1,0
78012037,Gold,US,organic,1,0
70372037,Silver,France,organic,1,0
90948463,Gold,Germany,organic,2,0
83009876,Gold,France,organic,2,0
23999185,Gold,Spain,organic,1,0
38735801,Gold,Italy,organic,5,0
61821896,Gold,Italy,organic,1,0
63735732,Silver,Canada,organic,9,1
99602429,Silver,UK,organic,5,0
22811366,Silver,Spain,referral,7,0
15783792,Gold,US,organic,1,0
90559379,Silver,UK,organic,2,0
51665429,Silver,Germany,organic,2,0
65767881,Platinum,US,organic,1,0
16773095,Silver,UK,partnerships,8,0
20312024,Gold,Italy,organic,3,0
76756126,Gold,US,referral,2,0
395018,Silver,Netherlands,organic,9,1
77987150,Gold,Germany,organic,6,0
78747318,Silver,Canada,organic,9,1
17612494,Gold,Germany,organic,1,0
94189492,Silver,Germany,organic,3,0
45073981,Silver,US,organic,1,0
59694799,Gold,Netherlands,referral,5,0
8353835,Gold,Germany,organic,4,0
75992717,Gold,Germany,partnerships,3,0
62691383,Gold,Germany,organic,3,0
56210065,Platinum,US,organic,1,0
31527808,Platinum,Italy,organic,1,0
19911709,Gold,France,partnerships,6,0
10296187,Gold,Canada,partnerships,1,0
51592894,Silver,France,organic,2,0
37948068,Gold,US,organic,1,0
24475668,Gold,Netherlands,organic,1,0
92406593,Gold,US,organic,1,0
93862135,Gold,UK,referral,1,0
93973049,Silver,US,organic,9,1
32265083,Platinum,France,organic,1,0
92955335,Gold,UK,partnerships,2,0
11223454,Gold,US,partnerships,1,0
88055469,Gold,US,organic,1,0
50742741,Silver,Italy,organic,2,0
59245684,Gold,Netherlands,organic,1,0
24373877,Gold,Italy,organic,3,0
80766532,Silver,Germany,organic,3,0
48816154,Gold,Italy,partnerships,5,0
78289167,Gold,Netherlands,organic,1,0
77003024,Silver,UK,organic,1,0
80914014,Gold,US,organic,2,0
76592503,Gold,US,organic,1,0
90263563,Platinum,US,organic,1,0
45568046,Gold,US,organic,1,0
82209877,Gold,US,organic,1,0
46178610,Gold,France,organic,1,0
71533251,Silver,Canada,organic,2,0
8189076,Silver,Netherlands,organic,9,1
58390377,Gold,Spain,organic,1,0
40011542,Gold,Italy,organic,1,0
7249484,Silver,Germany,organic,3,0
7685963,Platinum,US,organic,1,0
45570006,Gold,US,organic,1,0
58421642,Silver,UK,organic,1,0
72850309,Gold,Spain,organic,1,0
13738952,Silver,US,organic,2,0
95010216,Gold,US,organic,3,0
72273988,Gold,Italy,partnerships,1,0
22828368,Gold,UK,organic,2,0
81248323,Gold,Netherlands,organic,1,0
75339970,Gold,Canada,organic,1,0
53982908,Gold,US,partnerships,9,1
79436964,Platinum,Netherlands,organic,1,0
33574812,Gold,Germany,organic,9,1
48338550,Gold,UK,organic,2,0
90592346,Gold,Germany,organic,1,0
5686712,Gold,France,referral,2,0
71211352,Gold,US,organic,1,0
90302772,Gold,Spain,organic,1,0
55957966,Gold,US,organic,2,0
62651080,Gold,Germany,organic,1,0
1675251,Silver,US,organic,3,0
7718166,Gold,Germany,organic,3,0
24700006,Gold,France,organic,1,0
28908518,Platinum,France,organic,1,0
41418840,Silver,Germany,organic,3,0
51262101,Gold,Canada,organic,1,0
91520200,Silver,Germany,referral,8,0
34664940,Gold,Canada,organic,1,0
34032206,Gold,Germany,partnerships,1,0
60716876,Gold,Spain,organic,1,0
2951231,Gold,France,organic,2,0
69951250,Gold,UK,organic,2,0
42424606,Platinum,Spain,organic,2,0
8403897,Gold,Canada,partnerships,1,0
13074840,Gold,US,organic,5,0
84999064,Platinum,US,organic,1,0
19224341,Silver,Germany,partnerships,1,0
71321024,Gold,UK,referral,8,0
95454151,Silver,Netherlands,organic,1,0
37064189,Silver,Canada,organic,9,1
62004572,Gold,UK,organic,1,0
79422614,Silver,Spain,organic,3,0
16492598,Gold,France,organic,1,0
41240522,Silver,France,partnerships,4,0
46606733,Silver,Italy,organic,6,0
78114643,Gold,Italy,partnerships,2,0
93960955,Silver,Spain,organic,1,0
27031929,Gold,Italy,organic,1,0
68968990,Gold,UK,organic,2,0
24385127,Platinum,Germany,organic,1,0
65238135,Gold,UK,organic,1,0
90797890,Gold,Italy,organic,1,0
79664227,Silver,Netherlands,partnerships,8,0
90082634,Gold,France,organic,1,0
7698027,Gold,France,organic,1,0
39078212,Gold,Germany,organic,1,0
84960679,Silver,Netherlands,organic,9,1
94155376,Gold,Italy,organic,1,0
64040612,Silver,Canada,organic,2,0
12672399,Silver,Canada,organic,9,1
20419872,Gold,US,organic,2,0
30460770,Gold,Germany,organic,7,0
44513125,Silver,Canada,organic,4,0
83855381,Silver,Italy,organic,2,0
47385601,Silver,France,partnerships,1,0
27126423,Gold,US,organic,1,0
67269766,Gold,UK,organic,3,0
70678340,Gold,Spain,referral,8,0
44785971,Silver,France,organic,1,0
93520554,Gold,UK,organic,1,0
29735709,Silver,Canada,organic,4,0
39919332,Gold,Spain,organic,1,0
79604665,Gold,US,organic,4,0
93793392,Gold,Canada,organic,2,0
69558504,Platinum,Germany,organic,2,0
64708277,Silver,Canada,organic,9,1
48599369,Gold,Germany,organic,1,0
34015146,Platinum,US,organic,1,0
2205325,Silver,Spain,organic,1,0
23075508,Platinum,Germany,organic,1,0
31245216,Silver,Netherlands,partnerships,9,1
7299048,Gold,Canada,organic,1,0
97286199,Gold,Germany,organic,1,0
2211545,Platinum,US,organic,1,0
16433233,Silver,US,referral,9,1
13650737,Silver,US,organic,1,0
76473454,Gold,US,organic,1,0
46755810,Silver,Germany,organic,1,0
83690224,Gold,UK,organic,1,0
41331412,Silver,UK,organic,1,0
18497823,Gold,Netherlands,organic,1,0
54732524,Silver,UK,organic,5,0
67735391,Platinum,US,organic,1,0
50494784,Silver,US,organic,1,0
42898037,Gold,UK,referral,1,0
53388319,Gold,UK,organic,2,0
7946545,Gold,UK,organic,1,0
37513402,Gold,Spain,organic,3,0
96303303,Silver,Germany,organic,3,0
660600,Gold,US,partnerships,2,0
38926870,Platinum,Netherlands,partnerships,1,0
57076433,Gold,Germany,partnerships,2,0
94204879,Gold,Italy,organic,1,0
55420047,Gold,Germany,partnerships,1,0
61603595,Gold,Germany,organic,2,0
28358254,Silver,France,organic,2,0
97944939,Gold,Italy,organic,1,0
54520456,Gold,Netherlands,organic,1,0
35210778,Platinum,Germany,organic,2,0
37044734,Gold,Germany,organic,1,0
16244342,Gold,Italy,organic,1,0
60058696,Platinum,Germany,organic,1,0
72492868,Gold,Spain,partnerships,1,0
19719942,Gold,UK,partnerships,1,0
1542513,Silver,Canada,organic,9,1
4475870,Gold,France,organic,1,0
59226560,Platinum,UK,organic,1,0
5532938,Gold,UK,partnerships,3,0
42999613,Gold,UK,organic,2,0
60517219,Gold,Netherlands,organic,1,0
64400356,Silver,Italy,organic,1,0
27031540,Gold,Netherlands,organic,1,0
80165835,Silver,Germany,organic,1,0
62961375,Gold,Netherlands,organic,1,0
10092742,Gold,Germany,organic,1,0
2624564,Silver,US,organic,2,0
611993,Platinum,Spain,organic,1,0
20145196,Gold,Canada,organic,1,0
50869147,Silver,Canada,organic,9,1
57665414,Platinum,UK,organic,1,0
59816360,Gold,UK,organic,1,0
44285390,Silver,Germany,organic,5,0
57707242,Gold,US,organic,2,0
39362033,Platinum,Spain,partnerships,1,0
82133632,Gold,Italy,organic,1,0
36143546,Gold,US,organic,1,0
55429917,Platinum,UK,organic,1,0
29757450,Gold,Germany,organic,1,0
26237316,Gold,Germany,organic,1,0
39509584,Gold,France,organic,2,0
315742,Gold,UK,organic,1,0
54810867,Gold,US,organic,1,0
40093102,Gold,Spain,organic,3,0
22840022,Silver,Italy,organic,2,0
68202029,Gold,Germany,organic,1,0
17613778,Gold,France,organic,1,0
36479143,Silver,Italy,organic,9,1
60578358,Gold,US,partnerships,1,0
90826776,Silver,Italy,organic,1,0
83543420,Gold,Netherlands,referral,2,0
25743569,Gold,US,organic,3,0
39162813,Platinum,UK,organic,1,0
5071024,Platinum,UK,organic,1,0
75125002,Gold,US,organic,1,0
42883647,Gold,Spain,partnerships,2,0
66955762,Silver,UK,organic,1,0
82349015,Gold,UK,organic,1,0
65937453,Gold,Canada,organic,1,0
34038168,Platinum,Spain,organic,1,0
2576742,Silver,Germany,organic,1,0
83303099,Silver,UK,organic,1,0
40080525,Gold,Italy,organic,2,0
50163752,Gold,US,organic,1,0
16003932,Gold,US,organic,1,0
45324039,Gold,Italy,organic,1,0
51999076,Silver,UK,organic,1,0
71371891,Gold,US,organic,1,0
16522649,Gold,Spain,organic,1,0
59705058,Gold,France,organic,1,0
74364331,Gold,France,partnerships,3,0
58909138,Silver,Germany,organic,1,0
40482475,Gold,Spain,organic,1,0
3653099,Gold,Spain,organic,1,0
51388458,Silver,Germany,organic,1,0
44591590,Gold,Spain,organic,1,0
82945129,Gold,US,organic,1,0
37563648,Gold,France,organic,2,0
41429874,Gold,Canada,organic,4,0
91534214,Gold,US,organic,4,0
57057652,Gold,Germany,organic,2,0
60417705,Silver,UK,organic,1,0
80553682,Gold,US,organic,2,0
9397875,Gold,France,referral,9,1
40569870,Silver,France,organic,1,0
8164159,Silver,UK,referral,2,0
76930401,Platinum,Italy,partnerships,3,0
47346322,Platinum,France,organic,1,0
78449001,Silver,Netherlands,organic,9,1
99505391,Silver,Italy,organic,2,0
70595119,Silver,France,organic,2,0
86445372,Silver,Spain,organic,4,0
10746729,Gold,Germany,organic,1,0
60139894,Platinum,Spain,organic,1,0
78471935,Gold,Italy,organic,1,0
95505019,Gold,UK,organic,2,0
29820445,Silver,UK,organic,1,0
89066008,Gold,US,organic,1,0
53920496,Silver,US,organic,1,0
32716997,Gold,Germany,partnerships,2,0
65012287,Silver,US,organic,3,0
2454904,Platinum,UK,organic,2,0
85306449,Gold,Netherlands,organic,1,0
65396213,Gold,France,organic,2,0
64075920,Platinum,Canada,organic,1,0
39321344,Platinum,US,organic,1,0
54308362,Platinum,UK,organic,1,0
82856555,Silver,Germany,organic,9,1
96267850,Silver,Germany,organic,7,0
33931489,Platinum,US,partnerships,1,0
86935626,Gold,US,organic,2,0
79488897,Gold,US,referral,8,0
40077599,Gold,US,organic,1,0
8301366,Gold,US,organic,2,0
36188731,Silver,US,organic,6,0
92780042,Silver,US,organic,1,0
19416732,Gold,UK,organic,1,0
55620139,Platinum,France,organic,1,0
98422920,Platinum,US,organic,1,0
16120656,Platinum,Spain,organic,3,0
30644341,Gold,UK,organic,1,0
88451949,Gold,Netherlands,organic,1,0
91426514,Silver,Canada,organic,9,1
39005890,Gold,Germany,organic,1,0
62642708,Silver,UK,organic,1,0
7942433,Silver,Germany,organic,1,0
59820822,Gold,US,organic,2,0
12230164,Silver,US,organic,1,0
81873320,Gold,UK,organic,4,0
70154900,Platinum,France,organic,1,0
46476121,Silver,Netherlands,organic,9,1
65726142,Gold,Germany,organic,1,0
82557223,Gold,Netherlands,organic,1,0
56863288,Gold,France,organic,2,0
25899042,Gold,Germany,partnerships,1,0
22897013,Platinum,UK,partnerships,1,0
56700577,Gold,Netherlands,organic,1,0
80026082,Gold,Canada,organic,2,0
94422237,Gold,Canada,organic,1,0
73690863,Silver,Spain,organic,5,0
27824407,Silver,Netherlands,organic,9,1
31883017,Gold,Netherlands,organic,1,0
16887629,Gold,UK,partnerships,1,0
45573623,Silver,US,organic,1,0
38649299,Gold,Spain,organic,1,0
12666305,Gold,Spain,organic,3,0
79803884,Silver,Netherlands,organic,9,1
94905558,Silver,Canada,organic,9,1
74068795,Silver,US,referral,9,1
89396885,Gold,UK,organic,1,0
97970887,Gold,Canada,organic,1,0
50869405,Gold,Spain,organic,1,0
99694653,Gold,US,organic,1,0
10592967,Silver,Spain,organic,2,0
48181944,Silver,Germany,partnerships,1,0
91129545,Platinum,UK,organic,1,0
88922765,Silver,Spain,organic,7,0
22293523,Gold,Germany,organic,1,0
66096711,Gold,France,organic,2,0
13961312,Silver,Germany,partnerships,2,0
44473533,Silver,US,organic,5,0
36702398,Gold,France,organic,1,0
47537586,Gold,Canada,partnerships,1,0
67691338,Gold,Canada,organic,1,0
64523704,Silver,UK,organic,9,1
34627810,Gold,Spain,organic,1,0
22558351,Gold,US,referral,1,0
62474845,Gold,Italy,referral,6,0
10284885,Platinum,UK,organic,2,0
46018750,Platinum,US,organic,2,0
40171236,Gold,Canada,organic,1,0
49885764,Gold,Germany,organic,6,0
41295150,Gold,US,partnerships,3,0
86105915,Gold,Germany,organic,4,0
3247280,Gold,Italy,partnerships,4,0
44600082,Silver,UK,organic,2,0
26729478,Gold,France,organic,1,0
48771562,Gold,US,organic,2,0
75130926,Gold,Germany,organic,3,0
56664033,Silver,Canada,organic,8,0
48930741,Gold,Netherlands,organic,5,0
39713573,Platinum,Germany,organic,1,0
86232008,Gold,US,organic,5,0
19365832,Gold,US,organic,1,0
25334024,Gold,Italy,organic,1,0
20955102,Silver,UK,organic,1,0
32304624,Gold,UK,partnerships,1,0
62127599,Gold,Canada,organic,2,0
16319437,Gold,Netherlands,organic,2,0
25351343,Platinum,Netherlands,organic,1,0
23792667,Silver,Spain,organic,1,0
88977648,Silver,UK,organic,1,0
56220011,Gold,US,organic,2,0
60050408,Gold,Netherlands,organic,2,0
88882852,Silver,Canada,organic,9,1
12287236,Gold,US,organic,1,0
1393211,Platinum,Germany,organic,1,0
87576062,Silver,Germany,organic,1,0
14382540,Silver,US,organic,2,0
34311619,Silver,Italy,organic,2,0
17366682,Gold,UK,partnerships,4,0
19589833,Silver,Canada,organic,9,1
43064070,Silver,US,organic,2,0
5586173,Gold,Netherlands,organic,1,0
21980282,Gold,Canada,organic,1,0
70733035,Silver,Netherlands,referral,8,0
99755093,Gold,UK,organic,3,0
34503966,Platinum,UK,organic,4,0
17041616,Gold,Germany,organic,2,0
85121161,Gold,Germany,organic,2,0
30475038,Gold,US,organic,1,0
76298352,Gold,Canada,organic,2,0
71078281,Gold,Italy,organic,1,0
27827220,Silver,Italy,organic,1,0
39688225,Gold,US,organic,1,0
17221644,Gold,Netherlands,organic,1,0
72794389,Platinum,US,organic,1,0
37146282,Gold,Italy,organic,2,0
92310862,Gold,France,organic,1,0
84956752,Gold,Spain,organic,2,0
32987643,Gold,France,partnerships,2,0
18645427,Platinum,UK,partnerships,1,0
1904239,Gold,US,organic,1,0
74422942,Silver,Netherlands,organic,1,0
25266539,Silver,Italy,partnerships,1,0
73425248,Gold,Italy,organic,1,0
23370729,Silver,US,referral,1,0
86508686,Silver,France,organic,1,0
67381670,Silver,Germany,organic,1,0
37140447,Gold,Netherlands,organic,2,0
31354817,Gold,US,organic,1,0
13212334,Silver,US,organic,4,0
9433288,Platinum,Spain,organic,1,0
63813140,Silver,Germany,partnerships,2,0
520629,Silver,Germany,organic,1,0
70154209,Gold,Netherlands,organic,1,0
73643246,Gold,Spain,organic,3,0
77751527,Platinum,UK,organic,1,0
24753377,Gold,Germany,organic,2,0
29888133,Gold,Canada,partnerships,2,0
20345833,Gold,Germany,organic,2,0
67842580,Silver,France,organic,1,0
66631518,Gold,Canada,organic,3,0
62681392,Gold,France,organic,1,0
17396152,Gold,Netherlands,organic,1,0
10954691,Gold,Canada,organic,1,0
1973327,Gold,Germany,organic,2,0
56066610,Gold,Netherlands,organic,2,0
27374687,Gold,Germany,organic,1,0
85174722,Silver,Italy,organic,4,0
18952580,Gold,Germany,organic,2,0
95032636,Silver,Netherlands,organic,8,0
68076357,Gold,US,organic,2,0
67758953,Silver,France,organic,1,0
52076946,Gold,Spain,organic,1,0
9296560,Silver,US,organic,4,0
61784377,Silver,Germany,organic,1,0
35881241,Gold,US,organic,2,0
2202577,Gold,Germany,organic,1,0
91831447,Gold,Spain,organic,1,0
13203524,Gold,Canada,referral,2,0
43157120,Gold,Spain,organic,1,0
38796805,Gold,UK,organic,1,0
67229943,Gold,Germany,partnerships,1,0
60877439,Gold,Spain,partnerships,1,0
19736342,Gold,UK,organic,3,0
32334782,Gold,Spain,organic,1,0
85433880,Silver,Canada,organic,1,0
32677682,Gold,Netherlands,organic,2,0
79368150,Gold,US,organic,6,0
33582047,Gold,US,organic,2,0
19149417,Gold,UK,partnerships,2,0
72784181,Silver,Germany,organic,1,0
44439287,Gold,Spain,organic,2,0
41167993,Gold,Germany,organic,1,0
37023521,Gold,Germany,organic,1,0
83493586,Gold,Germany,organic,9,1
11834665,Silver,Netherlands,organic,9,1
28957972,Gold,US,organic,2,0
21026789,Silver,US,organic,3,0
85706563,Silver,Netherlands,organic,6,0
20212098,Gold,Germany,partnerships,9,1
50226859,Silver,Italy,organic,3,0
75479573,Gold,Italy,organic,1,0
94545824,Silver,Italy,organic,3,0
28578603,Gold,Netherlands,partnerships,1,0
3423019,Silver,Germany,organic,1,0
20891841,Gold,Netherlands,organic,1,0
37651817,Gold,France,organic,2,0
91959759,Gold,UK,organic,1,0
16921173,Gold,Italy,organic,1,0
84530644,Platinum,Germany,organic,1,0
63662829,Gold,Spain,organic,1,0
57267882,Gold,US,organic,1,0
25457342,Silver,US,organic,1,0
98035098,Platinum,UK,partnerships,2,0
37088192,Gold,Italy,organic,1,0
70611351,Platinum,Netherlands,organic,1,0
63509420,Gold,Italy,organic,1,0
47822197,Silver,US,organic,2,0
85751224,Silver,Canada,organic,9,1
84823821,Gold,France,organic,2,0
1707066,Gold,France,organic,1,0
98338150,Silver,Netherlands,partnerships,9,1
1614371,Gold,France,organic,3,0
49897032,Platinum,UK,organic,1,0
404301,Silver,Italy,organic,1,0
86425876,Silver,France,organic,6,0
92755201,Platinum,France,organic,1,0
3105284,Silver,Spain,organic,1,0
89028732,Silver,US,organic,1,0
78811966,Gold,US,organic,2,0
63020293,Platinum,UK,organic,1,0
19816843,Silver,UK,organic,3,0
89346367,Gold,Italy,organic,1,0
67484994,Silver,UK,organic,1,0
71887794,Gold,France,organic,1,0
83504007,Gold,UK,organic,3,0
85537435,Gold,France,organic,1,0
99965019,Gold,Italy,organic,1,0
73198806,Platinum,Germany,organic,2,0
56546486,Platinum,Italy,organic,1,0
15934918,Gold,UK,organic,6,0
85320009,Gold,Germany,organic,1,0
47064193,Gold,Italy,organic,1,0
48351634,Silver,Italy,organic,7,0
86491403,Silver,UK,organic,2,0
68448061,Silver,Netherlands,organic,5,0
96587698,Gold,Germany,organic,2,0
82469220,Gold,US,organic,1,0
30126903,Gold,France,organic,1,0
79116304,Gold,Spain,organic,1,0
62836405,Gold,Spain,organic,1,0
40916629,Silver,UK,organic,1,0
93377948,Gold,Germany,organic,1,0
46723491,Gold,Netherlands,organic,1,0
98857218,Silver,Germany,organic,1,0
14647742,Gold,Italy,partnerships,3,0
6924882,Platinum,Italy,organic,2,0
82218344,Silver,US,organic,3,0
81897501,Gold,UK,organic,1,0
30801121,Gold,Spain,organic,1,0
94956461,Gold,Spain,partnerships,1,0
99629883,Gold,Netherlands,organic,1,0
77636280,Gold,Spain,organic,1,0
64444915,Silver,UK,organic,2,0
74148783,Gold,US,organic,3,0
84178357,Gold,UK,partnerships,9,1
74369957,Silver,US,partnerships,9,1
15815720,Gold,US,partnerships,1,0
21024420,Gold,US,organic,1,0
78641594,Silver,UK,organic,1,0
65736543,Silver,France,organic,1,0
98491016,Silver,Germany,partnerships,9,1
58193490,Gold,US,referral,9,1
60977437,Silver,Netherlands,organic,8,0
25756757,Gold,Italy,organic,1,0
64655848,Gold,UK,organic,1,0
88183310,Gold,UK,organic,3,0
72627078,Gold,Netherlands,organic,1,0
48334440,Gold,Germany,organic,3,0
78942607,Gold,France,organic,1,0
69543529,Platinum,Germany,organic,2,0
52362675,Gold,Germany,organic,2,0
28582612,Gold,Germany,organic,2,0
32171248,Gold,Spain,organic,1,0
57559067,Gold,France,organic,1,0
25106800,Gold,US,partnerships,1,0
91028700,Gold,UK,organic,1,0
95057630,Gold,UK,organic,3,0
1904882,Gold,Germany,organic,2,0
27904873,Silver,Netherlands,organic,5,0
91725330,Silver,US,organic,9,1
64708223,Silver,UK,organic,2,0
25190112,Silver,UK,organic,3,0
19614359,Gold,Germany,organic,1,0
68056347,Gold,US,organic,1,0
66662045,Silver,France,organic,2,0
72339314,Silver,US,organic,2,0
9453833,Silver,Germany,organic,2,0
10895269,Gold,Spain,partnerships,9,1
10127928,Silver,UK,organic,1,0
60011075,Gold,UK,organic,1,0
32397985,Gold,US,partnerships,1,0
21188516,Gold,US,organic,1,0
61754829,Gold,France,organic,1,0
39419592,Gold,Italy,organic,1,0
2898775,Gold,Germany,organic,1,0
47439791,Silver,France,organic,1,0
66992680,Silver,UK,organic,1,0
17837144,Silver,Canada,organic,1,0
19316987,Gold,Italy,organic,1,0
67902389,Gold,France,organic,1,0
4340448,Silver,Canada,organic,6,0
61866203,Gold,US,organic,1,0
72782132,Gold,US,organic,1,0
48343874,Gold,Germany,organic,2,0
94782314,Silver,US,organic,1,0
97218441,Silver,Canada,partnerships,9,1
52388758,Gold,Italy,organic,1,0
54401066,Gold,UK,partnerships,9,1
87093639,Silver,Spain,organic,1,0
10678611,Gold,US,organic,2,0
90597105,Gold,Netherlands,organic,3,0
67039717,Platinum,Germany,organic,1,0
37440280,Silver,Netherlands,organic,9,1
68636900,Silver,US,organic,6,0
72250171,Platinum,Germany,referral,1,0
32103685,Gold,Netherlands,organic,6,0
88713217,Gold,Netherlands,organic,2,0
1188925,Gold,UK,organic,5,0
1008448,Gold,US,organic,1,0
13352151,Gold,US,organic,1,0
76883141,Silver,Italy,organic,1,0
76579451,Silver,Netherlands,organic,9,1
13301990,Gold,Germany,organic,1,0
73806570,Silver,France,partnerships,1,0
42800654,Silver,Italy,organic,1,0
75144497,Gold,UK,partnerships,1,0
89709663,Gold,UK,organic,4,0
7171982,Gold,France,organic,1,0
79957754,Gold,UK,organic,9,1
94984005,Gold,France,organic,1,0
95467941,Platinum,Germany,organic,1,0
71586803,Silver,US,organic,3,0
49864661,Gold,Spain,organic,2,0
38509612,Silver,US,organic,2,0
84269117,Gold,Canada,organic,1,0
51697900,Gold,Germany,partnerships,4,0
9840448,Platinum,Italy,organic,3,0
62105274,Gold,Germany,organic,2,0
45949398,Silver,UK,organic,5,0
20966367,Gold,US,organic,1,0
90890921,Gold,UK,organic,1,0
18291861,Platinum,Italy,organic,1,0
75839825,Platinum,UK,organic,1,0
90556861,Silver,Spain,organic,5,0
86817994,Gold,UK,organic,1,0
15449757,Gold,UK,organic,1,0
29797970,Gold,Canada,organic,1,0
62278699,Gold,Netherlands,organic,1,0
29932372,Gold,US,organic,1,0
94195749,Silver,Germany,organic,6,0
76741278,Gold,Italy,organic,1,0
56272469,Gold,Spain,organic,1,0
63734656,Gold,Germany,organic,5,0
11774774,Silver,Spain,organic,2,0
27000828,Silver,Spain,organic,3,0
57348910,Silver,UK,organic,1,0
88905533,Gold,US,organic,2,0
36052895,Gold,US,organic,9,1
66254446,Silver,Canada,organic,1,0
35253828,Gold,Germany,organic,2,0
79517685,Silver,Germany,organic,3,0
7394817,Silver,Germany,organic,2,0
98750283,Platinum,Spain,organic,2,0
58460001,Silver,Canada,organic,1,0
41740394,Gold,Italy,partnerships,1,0
55467299,Gold,France,organic,1,0
34489928,Gold,UK,organic,2,0
78497338,Silver,US,partnerships,1,0
40816877,Gold,Germany,organic,1,0
85631267,Silver,UK,partnerships,1,0
26666923,Gold,France,organic,3,0
49375059,Gold,Germany,referral,1,0
34814693,Silver,Italy,referral,9,1
25500759,Gold,UK,organic,9,1
79787448,Platinum,Spain,organic,1,0
95781959,Silver,US,organic,1,0
91739246,Gold,UK,organic,2,0
32022846,Gold,France,partnerships,2,0
32071556,Silver,Canada,partnerships,1,0
34505462,Gold,US,organic,2,0
28395975,Gold,France,referral,4,0
79672761,Gold,France,organic,1,0
46915928,Gold,UK,partnerships,9,1
54524866,Gold,Netherlands,organic,1,0
3869279,Gold,Spain,organic,1,0
49087193,Gold,Netherlands,organic,1,0
27648371,Silver,US,organic,4,0
35973539,Silver,Germany,organic,2,0
53800860,Gold,Netherlands,organic,3,0
21130156,Platinum,France,organic,1,0
48830508,Gold,France,organic,1,0
23966046,Gold,US,organic,1,0
50280231,Gold,Netherlands,partnerships,1,0
62315301,Gold,UK,organic,1,0
2874561,Silver,Germany,organic,1,0
25523984,Gold,Germany,organic,2,0
44798294,Gold,Canada,organic,1,0
49370465,Silver,Canada,organic,8,0
43598430,Gold,Canada,partnerships,4,0
24939214,Gold,UK,organic,9,1
1693989,Platinum,US,partnerships,1,0
75993292,Gold,Netherlands,organic,1,0
96274684,Gold,Germany,organic,1,0
83660334,Platinum,Italy,partnerships,1,0
92474147,Gold,US,organic,1,0
64537835,Gold,Spain,organic,1,0
51585704,Gold,UK,organic,2,0
94045429,Gold,US,organic,1,0
42269263,Gold,UK,organic,1,0
34652415,Platinum,UK,organic,1,0
65641480,Gold,France,organic,1,0
17263135,Silver,Canada,organic,7,0
46055307,Gold,Spain,organic,5,0
4873501,Gold,Germany,organic,1,0
44411657,Gold,Germany,organic,1,0
88897052,Gold,US,organic,2,0
84811926,Silver,Germany,organic,1,0
10176577,Gold,UK,organic,2,0
83336692,Gold,Italy,partnerships,5,0
90063893,Gold,Germany,organic,3,0
1565153,Gold,Netherlands,organic,1,0
63190118,Gold,Germany,organic,2,0
48526000,Gold,Germany,referral,5,0
1205489,Gold,UK,organic,3,0
48701070,Silver,UK,organic,8,0
74228238,Gold,Netherlands,partnerships,2,0
71289110,Gold,Canada,organic,1,0
47095951,Gold,US,organic,1,0
30057852,Gold,Spain,organic,1,0
36409331,Silver,UK,organic,2,0
88577143,Gold,Netherlands,organic,1,0
92381090,Gold,Spain,organic,4,0
21959036,Gold,Spain,organic,1,0
29105855,Silver,Spain,organic,1,0
75735331,Gold,Canada,partnerships,3,0
73530112,Silver,Italy,organic,2,0
99036561,Silver,Germany,organic,5,0
3554646,Gold,France,organic,1,0
95423607,Silver,Germany,organic,3,0
44206928,Silver,Canada,referral,9,1
